id,"ident","title","image","excerpt","description",is_featured,"starts_at","ends_at","publish_at","expires_at",sort,"created_at","updated_at"
238,"fpKids-Sneak-Peek","fpKids Sneak Peek",NULL,"Parents! Come get a Sneak Peek of the new fpKids building...","Parents! Come get a Sneak Peek of the new fpKids building. You'll have the opportunity to tour our new environment, celebrate what God has done, and look ahead at what God has next. Join us Thursday, August 2 from 7:00-8:00 pm.",1,NULL,NULL,"2012-06-27 00:00:00","2012-08-03 00:00:00",2,"2015-07-07 12:02:40","2015-07-07 12:02:40"
239,"Updated-Service-Times","Updated Service Times",NULL,"Beginning August 5th, we're updating service times...","To maximize the weekend experience, we're updating service times on our North Knoxville Campus! Beginning August 5th, our weekend service times are changing to 9:30 and 11:00 am. ",1,NULL,NULL,"2012-07-16 00:00:00","2012-08-06 00:00:00",1,"2015-07-07 12:02:40","2015-07-07 12:02:40"
240,"Mens-Prayer-Event","Men's Prayer Event",NULL,"August 5 at 4:00 pm at Thompson-BolingAugust 5","Restoration- Men's Prayer Event<br />August 5 at 4:00 pm at Thompson-Boling Arena, featuring Alex Kendrick.

<a href=\"http://fpchur.ch/12v\" target=\"_blank\">More info</a>.",1,NULL,NULL,"2012-08-03 00:00:00","2012-08-03 00:00:00",3,"2015-07-07 12:02:40","2015-07-07 12:02:40"
241,"Weekly-Locations","Weekly Locations",NULL,"Find out where we're meeting each week...","<p>We have a new schedule and times for the Fall 2013 semester. Check out the info <a href=\"/times-and-directions\">here</a>.</p>",1,NULL,NULL,"2012-08-08 00:00:00","2013-12-31 00:00:00",2,"2015-07-07 12:02:40","2013-12-23 19:05:59"
244,"TextMe-at-UT-Campus","TextMe at UT Campus",NULL,"Want more info? Text the letters \"FPUT\" to \"75309\" for weekly updates.","Want more info? Text the letters \"FPUT\" to \"75309\" for weekly update texts directly to your phone.",1,NULL,NULL,"2012-08-14 00:00:00","2012-12-31 00:00:00",3,"2015-07-07 12:02:40","2015-07-07 12:02:40"
245,"Follow-UT-Campus-on-Twitter","Follow UT Campus on Twitter",NULL,"Get in the conversation! Follow @faithpromiseUT.","Get in the conversation! For all the greatest info about the Faith Promise UT Campus, follow @faithpromiseUT.",1,NULL,NULL,"2012-08-14 00:00:00","2013-12-31 00:00:00",7,"2015-07-07 12:02:40","2013-12-23 19:05:59"
246,"Everyone-Has-a-Story...","Everyone Has a Story...",NULL,"We want to hear your story! Send it to stories@faithpromise.org...","<p>Everyone has a story. Maybe it's the way you placed your faith in Jesus, or maybe it's how God has worked through the challenges in your life. Whatever your situation, take a few minutes to write down a particular instance of how God has moved in your life, then send it to stories@faithpromise.org. </p>",1,NULL,NULL,"2012-08-16 00:00:00","2013-12-31 00:00:00",8,"2015-07-07 12:02:40","2013-12-23 19:05:59"
250,"Faith-Concert","Faith Concert",NULL,"September 8 UT Football Faith and Family Concert","September 8 UT Football Faith and Family Concert located at the World's Fair Park Amphitheater at 1:00 pm. FPC Worship Team with special guest Cameron Mitchel will be among the performers.

<p>You must have a football game ticket to enter the concert.</p>

<p>Purchase tickets to concert and UT Footbal game <a href=\"http://www.UTTix.com\">here</a>. Click on \"Vols Tickets\" and enter promotional code \"FAITHVOLS12\" to receive the special price of $23.50. </p>",1,NULL,NULL,"2012-09-03 00:00:00","2012-09-09 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
251,"Video-Host-&-Voiceovers","Video Host & Voiceovers",NULL,"Do you have a clear and unique voice?","Saturday, September 29th from 9:00 am to noon. <br />
Have you ever dreamed of being on the news? Do you have a clear and unique voice? We need fresh new faces for fpTV and new voice talent for our many video projects. You can audition for both or for just one of these great opportunities. Once registered, we will contact you with an approximate audition time at our Pellissippi Campus so you will not need to stay for the full three hours. <a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=rmK8xWdRbKAJg9ow4zmxXQ==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">Register here</a>.",1,NULL,NULL,"2012-09-06 00:00:00","2012-09-30 00:00:00",3,"2015-07-07 12:02:40","2015-07-07 12:02:40"
255,"New-Enrichment-Groups","New Enrichment Groups",NULL,"New enrichment groups begin Oct. 7th...","New enrichment groups begin Oct. 7th and last six weeks. <br />
Foundations: A group for new believers - Sundays at 11:00 am ? Conference Room <br />
Financial Freedom: Create a financial plan - Sundays at 9:30 am ? Conference Room",1,NULL,NULL,"2012-10-08 00:00:00","2012-10-15 00:00:00",3,"2015-07-07 12:02:40","2015-07-07 12:02:40"
256,"Dance-Workshop","Dance Workshop",NULL,"Do you love to dance?","Do you love to dance? Regardless of your experience, whether you've had ten years of ballet training or simply bust out a move on the dance floor every now and then, come to the Dance Workshop on Saturday Nov 17th from 10:00 am to noon at the Pellissippi campus in Satellite-1. Meet the dance team, and practice your skills at this free workshop for ages 16 and up. To register, <a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=xOhDwbyUMMRyzwYwlwnmDQ==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">click here</a>. ",1,NULL,NULL,"2012-10-11 00:00:00","2012-11-18 00:00:00",4,"2015-07-07 12:02:40","2013-06-06 21:53:11"
257,"All-Access","All Access",NULL,"Looking for a place to serve at Faith Promise?","Looking for a place to serve at Faith Promise? Sunday, November 11, following the worship service, we're giving a behind-the-scenes tour of ministry at Faith Promise. Don't miss it!
<p>Interested in taking a spiritual gifts inventory to gain insight into the way that God has gifted you for service? <a href=\"http://www.churchgrowth.org/cgi-cg/gifts.cgi?intro=1\">Click here</a>.</p>",2,NULL,NULL,"2012-10-11 00:00:00","2012-11-12 00:00:00",1,"2015-07-07 12:02:40","2015-07-07 12:02:40"
258,"Heart-for-the-Harvest","Heart for the Harvest",NULL,"There has never been a more pivotal moment for our church...","Our yearly special offering, now entitled <a href=\"/campus-expansion\">Heart for the Harvest</a>, plays a central part in allowing us to make large God-sized kingdom advances.

<p>In preparation for our Heart for the Harvest Offering weekend on November 17-18, we're asking the congregation to participate in a 21-day fast beginning on Saturday, October 27. This fast can be for the entire 21 days, one meal per day, or however the Lord leads you. We are seeking God like never before and asking Him for the greatest works and miracles He has ever done at Faith Promise. </p>

<p><a href=\"/campus-expansion\">More information about Heart for the Harvest</a></p>

<p><a href=\"/fasting\" target=\"_blank\">More information about fasting</a></p>",1,NULL,NULL,"2012-10-25 00:00:00","2012-11-19 00:00:00",1,"2015-07-07 12:02:40","2013-06-06 21:53:11"
259,"Fasting?","Fasting?",NULL,"New to fasting and wondering what it's about? Go here...","Of all the spritual disciplines, few are talked about less than the discipline of fasting. We've posted a few thoughts <a href=\"/fasting\">here</a>.",1,NULL,NULL,"2012-10-25 00:00:00","2012-11-20 00:00:00",3,"2015-07-07 12:02:40","2013-06-06 21:53:11"
261,"Disaster-Relief","Disaster Relief",NULL,"Make a difference in lives that were impacted by Hurricane Sandy...","Want to make a difference in lives that were impacted by hurricane Sandy? We recommend that you funnel monetary gifts through <a href=\"http://www.samaritanspurse.org/index.php/articles/hurricane_sandy/\" target=\"_blank\">Samaritan's Purse</a>.

<p>If you're interested in helping with debris clean up and rebuilding, please email <a href=\"mailto:missions@faithpromise.org\">missions@faithpromise.org</a>.</p>",1,NULL,NULL,"2012-10-31 00:00:00","2012-11-26 00:00:00",2,"2015-07-07 12:02:40","2013-06-06 21:53:11"
262,"First-Christmas-Celebration","First Christmas Celebration",NULL,"Join us for a special North Knoxville Campus celebration...","Sunday, December 2 at 4:30 pm<br/>
It's our first Christmas at the North Knoxville Campus, and we're celebrating with dinner, Angel Tree gift wrapping, and worship. Please bring a roll of gift wrap, tape, and one of these food items: bread, salad, or dessert. Lasagna & drinks will be provided. Kids will remain with parents during this family event.",1,NULL,NULL,"2012-11-01 00:00:00","2012-12-03 00:00:00",2,"2015-07-07 12:02:40","2015-07-07 12:02:40"
263,"Stephen-Ministry","Stephen Ministry",NULL,"Care and support to people experiencing difficult times...","The Faith Promise Stephen Ministry equips lay people to provide confidential, one-on-one, Christ-centered care and support to people experiencing difficult times in their lives such as loss of a loved one, job loss, terminal illness, and divorce.

<p>Want to request the support of a Stephen Minister or interested in becoming a Stephen Minister? <a href=\"/stephen\">Click here</a>.</p>",1,NULL,NULL,"2012-12-02 00:00:00","2013-07-12 00:00:00",17,"2015-07-07 12:02:40","2013-07-03 22:01:43"
264,"Personal-Growth-Plan","Personal Growth Plan",NULL,"Ready to take your personal growth to a new level?","Ready to take your personal growth to a new level and maximize your potential? If so, check out <a href=\"http://faithpromise.org/series/vip/personal-growth-plan\">this sermon</a> from Pastor Chris and download the <a href=\"http://blog.faithpromise.org/wp-content/uploads/2013/01/PGP-FINAL.pdf\" target=\"_blank\">growth plan worksheet</a>.",1,NULL,NULL,"2013-01-08 00:00:00","2013-02-10 00:00:00",1,"2015-07-07 12:02:40","2013-06-06 21:53:11"
266,"Battlefield-Knoxville","Battlefield Knoxville",NULL,NULL,"<a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=f/PkJPUBwkKbPumZo15qmw==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">Register here</a>.",0,NULL,NULL,"2013-01-10 00:00:00","2013-02-10 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
267,"Mad-Hatter-Tea-Party","Mad Hatter Tea Party",NULL,NULL,"This fpKids training event will take place on 2/24 from 2-4 pm. <br />You must wear a hat to enter. Childcare is provided. <a href=\"https://integration.fellowshipone.com/integration/login.aspx?ReturnUrl=%2fintegration%2fFormBuilder%2fFormBuilder.aspx%3ffCode%3dPAaBxeJKQVIvnX0G5jSUVQ%3d%3d%26cCode%3dRtKBDolfiPuZJp8o1%2b0ARA%3d%3d&fCode=PAaBxeJKQVIvnX0G5jSUVQ==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">Register here</a>.",0,NULL,NULL,"2013-01-16 00:00:00","2013-02-25 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
268,"The-Box---New-Drama","The Box - New Drama",NULL,"Join us for, \"The Box\", a full-length drama at fp Celebrate...","Join us for, \"The Box\", a full-length drama at fp Celebrate on Monday February 11 on the Pellissippi Campus. For additional details, <a href=\"http://blog.faithpromise.org/2013/01/new-drama-the-box-coming-to-fp-celebrate/\" target=\"_blank\">go here</a>.",1,NULL,NULL,"2013-02-10 00:00:00","2013-02-12 00:00:00",1,"2015-07-07 12:02:40","2015-07-07 12:02:40"
269,"Calling-All-Young-Adults","Calling All Young Adults",NULL,"It?s time to start a movement! Join us for lunch on Feb. 17th...","Calling all Young Adults...it?s time to start a movement! Join us for lunch on Sunday Feb. 17th following our 11:30 am service. Meet other young adults, and hear more about ways we plan to impact Blount County in 2013.",1,NULL,NULL,"2013-02-10 00:00:00","2013-02-18 00:00:00",1,"2015-07-07 12:02:40","2015-07-07 12:02:40"
270,"Faith-Promise-University","Faith Promise University",NULL,"Ready to take a huge step forward in your spiritual walk?","Ready to take a huge step forward in your spiritual walk? Check out the current lineup of classes for our Spring semester of <a href=\"/fpu\">Faith Promise University</a>.",1,NULL,NULL,"2013-02-10 00:00:00","2013-03-03 00:00:00",1,"2015-07-07 12:02:40","2015-07-07 12:02:40"
271,"Easter-at-Faith-Promise","Easter at Faith Promise",NULL,"Join us for a two-week Easter celebration including an all new original film...","Easter is a special time at Faith Promise! Invite your friends and join us for <em>Shadows</em>, a two-week Easter series including an Easter Celebration, March 30-31, and an original film on April 7. We also have a special two-week experience for kids, preschool through 5th grade, called <em>The Hunt is On</em>.",1,NULL,NULL,"2010-03-11 00:00:00","2013-04-08 00:00:00",1,"2015-07-07 12:02:40","2015-07-07 12:02:40"
272,"Mens-Wild-Game-Dinner","Men's Wild Game Dinner",NULL,"Join Pastor Chris as we learn how to be men of God in our homes.","Join Pastor Chris as we learn how to be men of God in our homes. For information and registration, <a href=\"http://fpchur.ch/1gg\" target=\"_blank\">go here</a>.",1,NULL,NULL,"2013-03-14 00:00:00","2013-04-13 00:00:00",3,"2015-07-07 12:02:40","2015-07-07 12:02:40"
273,"Global-Leadership-Summit","Global Leadership Summit",NULL,"August 6-7, 2015 at Faith Promise Church. More info...","<p>Ready to join our staff team and get a wold-class infusion of leadership training? Whether you lead a small group, your family, a business, or a team, you have influence.</p>

<p>Sharpen your skills with us this August 6-7, 2015, as Faith Promise Church once again hosts the Global Leadership Summit. Both our Pellissippi & Blount Campuses are host site locations.

<p>Check out this year's speaker lineup and register, <a href=\"/summit\">here</a>.</p> 

<!---Online registration is now closed, but walk-in registrations are welcome at our Pellissippi Campus starting at 8:30 am on Thursday, August 8th. --->",1,NULL,NULL,"2014-03-17 00:00:00","2015-08-08 00:00:00",4,"2015-07-07 12:02:40","2015-07-05 02:43:47"
274,"Operation-Inasmuch-Day","Operation Inasmuch Day",NULL,"Join us as we serve our community April 20th...","On April 20, 2013, Faith Promise Blount Campus will participate in a campus-wide effort serve our community. Sign up online by <a href=\"/oiam\">going here</a>.",1,NULL,NULL,"2011-02-19 00:00:00","2013-04-14 00:00:00",1,"2015-07-07 12:02:40","2015-07-07 12:02:40"
275,"Chick-fil-a-Leadercast","Chick-fil-a Leadercast",NULL,"Join other area leaders on May 10, 2013...","Join area leaders as Faith Promise hosts the Chick-fil-a Leadercast, May 10, 2013. For more information and to register, <a href=\"http://www.knoxvilleleadercast.com/\" target=\"_blank\">go here</a>.",1,NULL,NULL,"2013-03-20 00:00:00","2013-05-11 00:00:00",2,"2015-07-07 12:02:40","2013-06-06 21:53:11"
